system:index,LC08_141055_20130713,LC08_141055_20130729,LC08_141055_20130814,LC08_141055_20130830,LC08_141055_20131001,LC08_141055_20131017,LC08_141055_20131102,LC08_141055_20131118,LC08_141055_20131204,LC08_141055_20131220,LC08_141055_20140105,LC08_141055_20140121,LC08_141055_20140206,LC08_141055_20140222,LC08_141055_20140310,LC08_141055_20140326,LC08_141055_20140411,LC08_141055_20140427,LC08_141055_20140513,LC08_141055_20140529,LC08_141055_20140614,LC08_141055_20140630,LC08_141055_20140716,LC08_141055_20140801,LC08_141055_20140817,LC08_141055_20140902,LC08_141055_20140918,LC08_141055_20141004,LC08_141055_20141020,LC08_141055_20141105,LC08_141055_20141121,LC08_141055_20141207,LC08_141055_20150108,LC08_141055_20150124,LC08_141055_20150209,LC08_141055_20150225,LC08_141055_20150313,LC08_141055_20150329,LC08_141055_20150414,LC08_141055_20150430,LC08_141055_20150516,LC08_141055_20150601,LC08_141055_20150617,LC08_141055_20150703,LC08_141055_20150719,LC08_141055_20150804,LC08_141055_20150820,LC08_141055_20150905,LC08_141055_20150921,LC08_141055_20151007,LC08_141055_20151023,LC08_141055_20151108,LC08_141055_20151124,LC08_141055_20151226,LC08_141055_20160111,LC08_141055_20160127,LC08_141055_20160212,LC08_141055_20160228,LC08_141055_20160315,LC08_141055_20160331,LC08_141055_20160416,LC08_141055_20160502,LC08_141055_20160518,LC08_141055_20160603,LC08_141055_20160619,LC08_141055_20160705,LC08_141055_20160721,LC08_141055_20160806,LC08_141055_20160822,LC08_141055_20160907,LC08_141055_20160923,LC08_141055_20161009,LC08_141055_20161025,LC08_141055_20161110,LC08_141055_20161126,LC08_141055_20161212,LC08_141055_20161228,LC08_141055_20170113,LC08_141055_20170129,LC08_141055_20170214,LC08_141055_20170302,LC08_141055_20170318,LC08_141055_20170403,LC08_141055_20170419,LC08_141055_20170505,LC08_141055_20170521,LC08_141055_20170606,LC08_141055_20170622,LC08_141055_20170708,LC08_141055_20170724,LC08_141055_20170809,LC08_141055_20170825,LC08_141055_20170910,LC08_141055_20170926,LC08_141055_20171012,LC08_141055_20171028,LC08_141055_20171113,LC08_141055_20171215,LC08_141055_20171231,LC08_141055_20180116,LC08_141055_20180201,LC08_141055_20180217,LC08_141055_20180305,LC08_141055_20180321,LC08_141055_20180406,LC08_141055_20180422,LC08_141055_20180508,LC08_141055_20180524,LC08_141055_20180609,LC08_141055_20180625,LC08_141055_20180711,LC08_141055_20180727,LC08_141055_20180812,LC08_141055_20180828,LC08_141055_20180913,LC08_141055_20180929,LC08_141055_20181015,LC08_141055_20181031,LC08_141055_20181116,LC08_141055_20181202,LC08_141055_20181218,LC08_141055_20190103,LC08_141055_20190119,LC08_141055_20190220,LC08_141055_20190308,LC08_141055_20190324,LC08_141055_20190409,LC08_141055_20190425,LC08_141055_20190511,LC08_141055_20190527,LC08_141055_20190612,LC08_141055_20190628,LC08_141055_20190714,LC08_141055_20190730,LC08_141055_20190815,LC08_141055_20190831,LC08_141055_20191002,LC08_141055_20191018,LC08_141055_20191103,LC08_141055_20191119,LC08_141055_20200106,LC08_141055_20200207,LC08_141055_20200223,LC08_141055_20200310,LC08_141055_20200326,LC08_141055_20200411,LC08_141055_20200427,LC08_141055_20200513,LC08_141055_20200529,LC08_141055_20200614,LC08_141055_20200630,LC08_141055_20200716,LC08_141055_20200801,LC08_141055_20200817,LC08_141055_20200902,LC08_141055_20200918,LC08_141055_20201004,LC08_141055_20201020,LC08_141055_20201121,LC08_141055_20201207,LC08_141055_20201223,LC08_141055_20210108,LC08_141055_20210124,LC08_141055_20210209,LC08_141055_20210225,LC08_141055_20210313,LC08_141055_20210329,LC08_141056_20130627,LC08_141056_20130713,LC08_141056_20130729,LC08_141056_20130814,LC08_141056_20130830,LC08_141056_20131001,LC08_141056_20131017,LC08_141056_20131102,LC08_141056_20131118,LC08_141056_20131220,LC08_141056_20140121,LC08_141056_20140206,LC08_141056_20140222,LC08_141056_20140310,LC08_141056_20140326,LC08_141056_20140411,LC08_141056_20140427,LC08_141056_20140529,LC08_141056_20140614,LC08_141056_20140630,LC08_141056_20140716,LC08_141056_20140801,LC08_141056_20140902,LC08_141056_20140918,LC08_141056_20141004,LC08_141056_20141020,LC08_141056_20141105,LC08_141056_20141121,LC08_141056_20141207,LC08_141056_20150108,LC08_141056_20150124,LC08_141056_20150209,LC08_141056_20150225,LC08_141056_20150313,LC08_141056_20150329,LC08_141056_20150414,LC08_141056_20150430,LC08_141056_20150516,LC08_141056_20150601,LC08_141056_20150703,LC08_141056_20150719,LC08_141056_20150804,LC08_141056_20150820,LC08_141056_20150905,LC08_141056_20150921,LC08_141056_20151007,LC08_141056_20151023,LC08_141056_20151108,LC08_141056_20151124,LC08_141056_20151226,LC08_141056_20160111,LC08_141056_20160127,LC08_141056_20160212,LC08_141056_20160228,LC08_141056_20160315,LC08_141056_20160331,LC08_141056_20160416,LC08_141056_20160502,LC08_141056_20160603,LC08_141056_20160619,LC08_141056_20160705,LC08_141056_20160721,LC08_141056_20160806,LC08_141056_20160822,LC08_141056_20160907,LC08_141056_20160923,LC08_141056_20161009,LC08_141056_20161025,LC08_141056_20161110,LC08_141056_20161126,LC08_141056_20161212,LC08_141056_20161228,LC08_141056_20170113,LC08_141056_20170129,LC08_141056_20170214,LC08_141056_20170302,LC08_141056_20170318,LC08_141056_20170403,LC08_141056_20170419,LC08_141056_20170505,LC08_141056_20170521,LC08_141056_20170606,LC08_141056_20170622,LC08_141056_20170708,LC08_141056_20170724,LC08_141056_20170809,LC08_141056_20170825,LC08_141056_20170910,LC08_141056_20170926,LC08_141056_20171012,LC08_141056_20171028,LC08_141056_20171113,LC08_141056_20171215,LC08_141056_20171231,LC08_141056_20180116,LC08_141056_20180201,LC08_141056_20180217,LC08_141056_20180305,LC08_141056_20180321,LC08_141056_20180406,LC08_141056_20180422,LC08_141056_20180508,LC08_141056_20180524,LC08_141056_20180609,LC08_141056_20180625,LC08_141056_20180711,LC08_141056_20180727,LC08_141056_20180812,LC08_141056_20180828,LC08_141056_20180913,LC08_141056_20180929,LC08_141056_20181015,LC08_141056_20181031,LC08_141056_20181116,LC08_141056_20181202,LC08_141056_20181218,LC08_141056_20190103,LC08_141056_20190119,LC08_141056_20190220,LC08_141056_20190308,LC08_141056_20190324,LC08_141056_20190409,LC08_141056_20190425,LC08_141056_20190511,LC08_141056_20190527,LC08_141056_20190612,LC08_141056_20190628,LC08_141056_20190714,LC08_141056_20190730,LC08_141056_20190815,LC08_141056_20190831,LC08_141056_20191002,LC08_141056_20191018,LC08_141056_20191103,LC08_141056_20191119,LC08_141056_20200106,LC08_141056_20200207,LC08_141056_20200223,LC08_141056_20200310,LC08_141056_20200326,LC08_141056_20200411,LC08_141056_20200427,LC08_141056_20200529,LC08_141056_20200614,LC08_141056_20200630,LC08_141056_20200716,LC08_141056_20200801,LC08_141056_20200817,LC08_141056_20200902,LC08_141056_20201004,LC08_141056_20201020,LC08_141056_20201121,LC08_141056_20201207,LC08_141056_20201223,LC08_141056_20210108,LC08_141056_20210124,LC08_141056_20210209,LC08_141056_20210225,LC08_141056_20210313,LC08_141056_20210329,forest_id,.geo
LC08_141055_20130713_0,-1.00,-1.00,0.84,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,0.86,0.85,0.86,0.82,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,0.86,-1.00,-1.00,0.88,-1.00,0.88,0.88,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,0.83,0.86,0.84,0.84,0.80,0.83,-1.00,-1.00,-1.00,-1.00,0.90,-1.00,-1.00,-1.00,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,0.88,0.85,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,0.91,0.84,-1.00,-1.00,0.87,0.83,0.86,-1.00,0.85,0.85,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.86,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.88,-1.00,0.83,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.85,0.87,-1.00,-1.00,-1.00,0.83,0.85,-1.00,-1.00,-1.00,-1.00,0.84,0.86,0.83,0.85,0.80,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,0.85,-1.00,-1.00,0.86,-1.00,0.87,0.89,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,0.87,0.84,0.84,0.79,0.81,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,0.88,0.84,0.89,-1.00,0.66,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,0.84,-1.00,-1.00,0.87,0.81,0.84,-1.00,0.85,0.84,-1.00,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,0.86,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.78,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.02,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.84,0.86,001,"{""type"":""Point"",""coordinates"":[80.42173308937164,6.400523581328442]}"
LC08_141055_20130713_1,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,0.88,-1.00,0.88,0.88,0.88,0.85,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,0.87,-1.00,0.88,0.89,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.88,-1.00,0.90,-1.00,0.88,0.86,0.85,0.83,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,0.71,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.89,-1.00,-1.00,-1.00,-1.00,0.88,-1.00,-1.00,0.88,-1.00,0.87,-1.00,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.88,-1.00,0.87,0.89,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,0.88,-1.00,0.87,0.89,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,0.87,0.87,0.87,0.87,0.80,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,0.86,-1.00,0.88,0.90,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.89,-1.00,0.89,-1.00,-1.00,0.86,0.83,0.83,-1.00,0.85,-1.00,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,0.72,-1.00,0.91,-1.00,-1.00,-1.00,-1.00,0.90,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,-1.00,0.86,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,0.89,-1.00,0.80,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.87,0.87,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.78,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.03,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,0.89,-1.00,0.87,0.87,002,"{""type"":""Point"",""coordinates"":[80.43786925880524,6.401547128669867]}"
LC08_141055_20130713_2,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,0.82,0.83,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,0.87,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,0.87,0.83,-1.00,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.91,0.85,-1.00,-1.00,0.89,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,0.80,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,-1.00,0.88,-1.00,0.86,0.87,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,0.76,0.81,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,0.87,0.89,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,0.85,0.81,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.88,0.85,-1.00,-1.00,0.89,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,0.01,-1.00,-1.00,-1.00,0.83,0.80,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,0.06,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,0.88,-1.00,0.86,0.88,003,"{""type"":""Point"",""coordinates"":[80.49005431739899,6.402911855267177]}"
LC08_141055_20130713_3,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,0.88,-1.00,0.86,0.87,0.79,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,0.86,0.85,-1.00,-1.00,0.86,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,0.85,0.84,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,0.85,0.85,0.87,-1.00,0.88,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,0.88,0.85,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,0.87,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,0.88,0.86,-1.00,0.84,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,0.85,-1.00,-1.00,0.86,0.87,-1.00,0.86,0.88,-1.00,-1.00,-1.00,-1.00,0.82,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,0.86,0.86,0.77,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,-1.00,0.84,0.84,-1.00,-1.00,0.85,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,0.85,0.80,0.82,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,0.84,0.84,0.88,-1.00,0.89,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.03,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,0.89,0.87,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,0.88,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.76,-1.00,-1.00,0.86,-1.00,0.78,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,0.03,-1.00,-1.00,-1.00,-1.00,0.84,0.84,-1.00,-1.00,0.85,0.89,-1.00,0.86,0.88,004,"{""type"":""Point"",""coordinates"":[80.57794494239899,6.408711902600339]}"
LC08_141055_20130713_4,-1.00,-1.00,0.83,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,0.83,0.85,0.80,0.78,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,0.85,-1.00,0.84,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,-1.00,-1.00,0.84,0.83,0.80,-1.00,0.85,0.86,-1.00,-1.00,-1.00,0.85,-1.00,0.86,-1.00,0.85,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,0.87,-1.00,0.86,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,0.85,0.84,0.86,-1.00,0.87,0.83,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.80,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,0.82,-1.00,-1.00,0.83,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.81,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,0.84,0.85,0.84,0.84,0.85,-1.00,-1.00,-1.00,0.84,0.84,-1.00,-1.00,-1.00,-1.00,0.82,-1.00,0.82,0.84,0.75,0.81,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,0.88,0.83,-1.00,0.84,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,-1.00,-1.00,0.83,0.80,0.80,-1.00,0.84,0.84,-1.00,-1.00,0.85,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,0.88,-1.00,0.87,-1.00,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.01,-1.00,0.85,0.85,0.81,0.85,-1.00,0.86,0.83,0.83,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,0.77,-1.00,-1.00,0.83,-1.00,-1.00,-1.00,-1.00,-1.00,0.05,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,-1.00,0.84,0.86,0.84,0.84,0.86,005,"{""type"":""Point"",""coordinates"":[80.50035400001617,6.383122962960538]}"
LC08_141055_20130713_5,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,0.87,-1.00,0.83,-1.00,-1.00,0.83,-1.00,0.74,0.83,0.84,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.89,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,0.86,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,0.84,0.83,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.89,0.85,-1.00,-1.00,0.88,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.84,-1.00,0.50,0.89,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,0.89,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.87,-1.00,0.82,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,0.86,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,0.83,-1.00,-1.00,-1.00,0.86,0.84,-1.00,0.83,-1.00,0.72,0.82,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.88,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,0.86,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,0.80,0.79,-1.00,-1.00,-1.00,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.89,0.85,-1.00,-1.00,0.89,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.02,-1.00,-1.00,-1.00,0.84,-1.00,-1.00,0.89,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.82,-1.00,-1.00,0.87,-1.00,-1.00,0.86,-1.00,-1.00,-1.00,0.87,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.88,-1.00,0.77,-1.00,-1.00,0.85,-1.00,-1.00,-1.00,-1.00,-1.00,0.04,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.85,0.88,-1.00,0.86,-1.00,006,"{""type"":""Point"",""coordinates"":[80.51786346046539,6.385852510859632]}"
